slug,url,kind,status,title,high,medium,low,priority,manual_review,findings
"best-vr-headsets-for-pc","/guide/best-vr-headsets-for-pc","rich","not rewritten","6 Best VR Headsets for PC in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best VR Headsets for PC in 2026 ; [low] R6 formulaic title: 6 Best VR Headsets for PC in 2026"
"best-steamvr-headsets","/guide/best-steamvr-headsets","rich","not rewritten","6 Best SteamVR Headsets in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best SteamVR Headsets in 2026 ; [low] R6 formulaic title: 6 Best SteamVR Headsets in 2026"
"best-vr-headsets-for-ps5","/guide/best-vr-headsets-for-ps5","rich","not rewritten","6 Best VR Headsets for PS5 in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best VR Headsets for PS5 in 2026 ; [low] R6 formulaic title: 6 Best VR Headsets for PS5 in 2026"
"best-vr-headsets","/guide/best-vr-headsets","rich","not rewritten","6 Best VR Headsets in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best VR Headsets in 2026 ; [low] R6 formulaic title: 6 Best VR Headsets in 2026"
"best-vr-headsets-for-gaming","/guide/best-vr-headsets-for-gaming","rich","not rewritten","6 Best VR Headsets for Gaming in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best VR Headsets for Gaming in 2026 ; [low] R6 formulaic title: 6 Best VR Headsets for Gaming in 2026"
"best-8k-vr-headsets","/guide/best-8k-vr-headsets","rich","not rewritten","6 Best 8K VR Headsets in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best 8K VR Headsets in 2026 ; [low] R6 formulaic title: 6 Best 8K VR Headsets in 2026"
"best-standalone-vr-headsets","/guide/best-standalone-vr-headsets","rich","not rewritten","6 Best Standalone VR Headsets in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best Standalone VR Headsets in 2026 ; [low] R6 formulaic title: 6 Best Standalone VR Headsets in 2026"
"best-vr-headsets-with-eye-tracking","/guide/best-vr-headsets-with-eye-tracking","rich","not rewritten","6 Best VR Headsets With Eye Tracking in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best VR Headsets With Eye Tracking in 2026 ; [low] R6 formulaic title: 6 Best VR Headsets With Eye Tracking in 2026"
"best-vr-headsets-with-face-tracking","/guide/best-vr-headsets-with-face-tracking","rich","not rewritten","6 Best VR Headsets With Face Tracking in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best VR Headsets With Face Tracking in 2026 ; [low] R6 formulaic title: 6 Best VR Headsets With Face Tracking in 2026"
"best-vr-headset-battery-packs","/guide/best-vr-headset-battery-packs","rich","not rewritten","6 Best VR Headset Battery Packs in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best VR Headset Battery Packs in 2026 ; [low] R6 formulaic title: 6 Best VR Headset Battery Packs in 2026"
"best-vr-headsets-with-full-body-tracking","/guide/best-vr-headsets-with-full-body-tracking","rich","not rewritten","6 Best VR Headsets With Full-Body Tracking in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best VR Headsets With Full-Body Tracking in 2026 ; [low] R6 formulaic title: 6 Best VR Headsets With Full-Body Tracking in 2026"
"best-label-printers-for-usps","/guide/best-label-printers-for-usps","rich","not rewritten","6 Best Label Printers for USPS in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best Label Printers for USPS in 2026 ; [low] R6 formulaic title: 6 Best Label Printers for USPS in 2026"
"best-300-dpi-label-printers","/guide/best-300-dpi-label-printers","rich","not rewritten","6 Best 300 DPI Label Printers in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best 300 DPI Label Printers in 2026 ; [low] R6 formulaic title: 6 Best 300 DPI Label Printers in 2026"
"best-80mm-label-printers","/guide/best-80mm-label-printers","rich","not rewritten","6 Best 80mm Label Printers in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best 80mm Label Printers in 2026 ; [low] R6 formulaic title: 6 Best 80mm Label Printers in 2026"
"best-label-printers-for-whatnot","/guide/best-label-printers-for-whatnot","rich","not rewritten","6 Best Label Printers for Whatnot in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best Label Printers for Whatnot in 2026 ; [low] R6 formulaic title: 6 Best Label Printers for Whatnot in 2026"
"best-58mm-label-printers","/guide/best-58mm-label-printers","rich","not rewritten","6 Best 58mm Label Printers in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best 58mm Label Printers in 2026 ; [low] R6 formulaic title: 6 Best 58mm Label Printers in 2026"
"best-ethernet-label-printers","/guide/best-ethernet-label-printers","rich","not rewritten","6 Best Ethernet Label Printers in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best Ethernet Label Printers in 2026 ; [low] R6 formulaic title: 6 Best Ethernet Label Printers in 2026"
"best-food-label-printers","/guide/best-food-label-printers","rich","not rewritten","6 Best Food Label Printers in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best Food Label Printers in 2026 ; [low] R6 formulaic title: 6 Best Food Label Printers in 2026"
"best-jadens-label-printers","/guide/best-jadens-label-printers","rich","not rewritten","6 Best JADENS Label Printers in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best JADENS Label Printers in 2026 ; [low] R6 formulaic title: 6 Best JADENS Label Printers in 2026"
"best-munbyn-label-printers","/guide/best-munbyn-label-printers","rich","not rewritten","4 Best MUNBYN Label Printers in 2026","0","1","2","5","no","[low] R14 missing Skip if: 4/4 products ; [medium] R5 title identical to sister site: 4 Best MUNBYN Label Printers in 2026 ; [low] R6 formulaic title: 4 Best MUNBYN Label Printers in 2026"
"best-niimbot-label-printers","/guide/best-niimbot-label-printers","rich","not rewritten","6 Best NIIMBOT Label Printers in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best NIIMBOT Label Printers in 2026 ; [low] R6 formulaic title: 6 Best NIIMBOT Label Printers in 2026"
"best-rollo-label-printers","/guide/best-rollo-label-printers","rich","not rewritten","6 Best Rollo Label Printers in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best Rollo Label Printers in 2026 ; [low] R6 formulaic title: 6 Best Rollo Label Printers in 2026"
"best-uv-label-printers","/guide/best-uv-label-printers","rich","not rewritten","6 Best UV Label Printers in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best UV Label Printers in 2026 ; [low] R6 formulaic title: 6 Best UV Label Printers in 2026"
"best-vevor-label-printers","/guide/best-vevor-label-printers","rich","not rewritten","6 Best VEVOR Label Printers in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best VEVOR Label Printers in 2026 ; [low] R6 formulaic title: 6 Best VEVOR Label Printers in 2026"
"best-waterproof-label-printers","/guide/best-waterproof-label-printers","rich","not rewritten","6 Best Waterproof Label Printers in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best Waterproof Label Printers in 2026 ; [low] R6 formulaic title: 6 Best Waterproof Label Printers in 2026"
"best-xprinter-label-printers","/guide/best-xprinter-label-printers","rich","not rewritten","6 Best Xprinter Label Printers in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best Xprinter Label Printers in 2026 ; [low] R6 formulaic title: 6 Best Xprinter Label Printers in 2026"
"best-2d-barcode-label-printers","/guide/best-2d-barcode-label-printers","rich","not rewritten","6 Best 2D Barcode Label Printers in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best 2D Barcode Label Printers in 2026 ; [low] R6 formulaic title: 6 Best 2D Barcode Label Printers in 2026"
"best-commercial-label-printers","/guide/best-commercial-label-printers","rich","not rewritten","6 Best Commercial Label Printers in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best Commercial Label Printers in 2026 ; [low] R6 formulaic title: 6 Best Commercial Label Printers in 2026"
"best-digital-label-printers","/guide/best-digital-label-printers","rich","not rewritten","6 Best Digital Label Printers in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best Digital Label Printers in 2026 ; [low] R6 formulaic title: 6 Best Digital Label Printers in 2026"
"best-e-commerce-label-printers","/guide/best-e-commerce-label-printers","rich","not rewritten","6 Best E-Commerce Label Printers in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best E-Commerce Label Printers in 2026 ; [low] R6 formulaic title: 6 Best E-Commerce Label Printers in 2026"
"best-fabric-label-printers","/guide/best-fabric-label-printers","rich","not rewritten","6 Best Fabric Label Printers in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best Fabric Label Printers in 2026 ; [low] R6 formulaic title: 6 Best Fabric Label Printers in 2026"
"best-ghs-label-printers","/guide/best-ghs-label-printers","rich","not rewritten","6 Best GHS Label Printers in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best GHS Label Printers in 2026 ; [low] R6 formulaic title: 6 Best GHS Label Printers in 2026"
"best-garment-label-printers","/guide/best-garment-label-printers","rich","not rewritten","6 Best Garment Label Printers in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best Garment Label Printers in 2026 ; [low] R6 formulaic title: 6 Best Garment Label Printers in 2026"
"best-inkless-label-printers","/guide/best-inkless-label-printers","rich","not rewritten","6 Best Inkless Label Printers in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best Inkless Label Printers in 2026 ; [low] R6 formulaic title: 6 Best Inkless Label Printers in 2026"
"best-label-printers-for-shopify","/guide/best-label-printers-for-shopify","rich","not rewritten","6 Best Label Printers for Shopify in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best Label Printers for Shopify in 2026 ; [low] R6 formulaic title: 6 Best Label Printers for Shopify in 2026"
"best-logistics-label-printers","/guide/best-logistics-label-printers","rich","not rewritten","6 Best Logistics Label Printers in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best Logistics Label Printers in 2026 ; [low] R6 formulaic title: 6 Best Logistics Label Printers in 2026"
"best-mailing-label-printers","/guide/best-mailing-label-printers","rich","not rewritten","6 Best Mailing Label Printers in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best Mailing Label Printers in 2026 ; [low] R6 formulaic title: 6 Best Mailing Label Printers in 2026"
"best-mobile-label-printers","/guide/best-mobile-label-printers","rich","not rewritten","6 Best Mobile Label Printers in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best Mobile Label Printers in 2026 ; [low] R6 formulaic title: 6 Best Mobile Label Printers in 2026"
"best-rfid-label-printers","/guide/best-rfid-label-printers","rich","not rewritten","6 Best RFID Label Printers in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best RFID Label Printers in 2026 ; [low] R6 formulaic title: 6 Best RFID Label Printers in 2026"
"best-sticker-label-printers","/guide/best-sticker-label-printers","rich","not rewritten","6 Best Sticker Label Printers in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best Sticker Label Printers in 2026 ; [low] R6 formulaic title: 6 Best Sticker Label Printers in 2026"
"best-ipad-label-printers","/guide/best-ipad-label-printers","rich","not rewritten","6 Best iPad Label Printers in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best iPad Label Printers in 2026 ; [low] R6 formulaic title: 6 Best iPad Label Printers in 2026"
"best-iphone-label-printers","/guide/best-iphone-label-printers","rich","not rewritten","6 Best iPhone Label Printers in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best iPhone Label Printers in 2026 ; [low] R6 formulaic title: 6 Best iPhone Label Printers in 2026"
"best-qidi-3d-printers","/guide/best-qidi-3d-printers","rich","not rewritten","6 Best QIDI 3D Printers in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best QIDI 3D Printers in 2026 ; [low] R6 formulaic title: 6 Best QIDI 3D Printers in 2026"
"best-creality-3d-printers","/guide/best-creality-3d-printers","rich","not rewritten","5 Best Creality 3D Printers in 2026","0","1","2","5","no","[low] R14 missing Skip if: 5/5 products ; [medium] R5 title identical to sister site: 5 Best Creality 3D Printers in 2026 ; [low] R6 formulaic title: 5 Best Creality 3D Printers in 2026"
"best-1-75mm-3d-printer-filaments","/guide/best-1-75mm-3d-printer-filaments","rich","not rewritten","6 Best 1.75mm 3D Printer Filaments in 2026","0","1","2","5","no","[low] R14 missing Skip if: 6/6 products ; [medium] R5 title identical to sister site: 6 Best 1.75mm 3D Printer Filaments in 2026 ; [low] R6 formulaic title: 6 Best 1.75mm 3D Printer Filaments in 2026"
